iata_code,type,name,scheduled_service
INN,medium_airport,Innsbruck Airport,yes
KLU,medium_airport,Klagenfurt Airport,yes
LNZ,medium_airport,Linz-Hörsching Airport / Vogler Air Base,yes
SZG,medium_airport,Salzburg Airport,yes
VIE,large_airport,Vienna International Airport,yes
SMA,medium_airport,Santa Maria Airport,yes
BGC,medium_airport,Bragança Airport,yes
BYJ,medium_airport,Beja Airport / Airbase,no
CVU,small_airport,Corvo Airport,yes
CAT,medium_airport,Cascais Airport,yes
FLW,medium_airport,Flores Airport,yes
FAO,large_airport,Faro Airport,yes
GRW,medium_airport,Graciosa Airport,yes
HOR,medium_airport,Horta Airport,yes
TER,medium_airport,Lajes Airport,yes
FNC,large_airport,Madeira International Airport Cristiano Ronaldo,yes
PDL,large_airport,João Paulo II Airport,yes
PIX,medium_airport,Pico Airport,yes
PRM,medium_airport,Portimão Airport,yes
OPO,large_airport,Francisco de Sá Carneiro Airport,yes
PXO,medium_airport,Porto Santo Airport,yes
LIS,large_airport,Lisbon Humberto Delgado Airport,yes
SJZ,medium_airport,São Jorge Airport,yes
VRL,medium_airport,Vila Real Airport,yes
VSE,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),yes
BNX,medium_airport,Banja Luka International Airport,yes
OMO,medium_airport,Mostar International Airport,yes
SJJ,large_airport,Sarajevo International Airport,yes
TZL,medium_airport,Tuzla International Airport,yes
ARW,medium_airport,Arad International Airport,yes
BCM,medium_airport,Bacău George Enescu International  Airport,yes
BAY,medium_airport,Maramureș International Airport,yes
BBU,medium_airport,Bucharest Băneasa Aurel Vlaicu International Airport,yes
GHV,medium_airport,Brașov-Ghimbav International Airport,yes
CND,medium_airport,Mihail Kogălniceanu International Airport,yes
CLJ,medium_airport,Cluj Avram Iancu International Airport,yes
CSB,medium_airport,Caransebeş Airport,no
CRA,medium_airport,Craiova International Airport,yes
IAS,medium_airport,Iaşi Airport,yes
OMR,medium_airport,Oradea International Airport,yes
OTP,large_airport,Bucharest Henri Coandă International Airport,yes
SBZ,medium_airport,Sibiu International Airport,yes
SUJ,medium_airport,Satu Mare International Airport,yes
SCV,medium_airport,Suceava Stefan cel Mare Airport,yes
TCE,medium_airport,Tulcea Danube Delta Airport,no
TGM,medium_airport,Târgu Mureş Transilvania International Airport,yes
TSR,medium_airport,Timişoara Traian Vuia Airport,yes
GVA,large_airport,Geneva Cointrin International Airport,yes
SIR,medium_airport,Sion Airport,no
EML,medium_airport,Emmen Air Base,no
VIP,medium_airport,Payerne Air Base,no
LUG,medium_airport,Lugano Airport,yes
BRN,medium_airport,Bern Airport,yes
BXO,small_airport,Buochs Airport,no
ZRH,large_airport,Zürich Airport,yes
ACH,medium_airport,Sankt Gallen Altenrhein Airport,yes
SMV,medium_airport,Samedan Airport,no
ESB,large_airport,Esenboğa International Airport,yes
ANK,medium_airport,Etimesgut Air Base,no
ADA,medium_airport,Adana Şakirpaşa Airport,yes
UAB,medium_airport,İncirlik Air Base,no
AFY,medium_airport,Afyon Air Base,no
AYT,large_airport,Antalya International Airport,yes
GZT,medium_airport,Gaziantep International Airport,yes
KFS,medium_airport,Kastamonu Airport,no
KYA,medium_airport,Konya Airport,yes
MZH,small_airport,Amasya Merzifon Airport,yes
VAS,small_airport,Sivas Nuri Demirağ Airport,yes
ONQ,medium_airport,Zonguldak Çaycuma Airport,yes
MLX,medium_airport,Malatya Erhaç Airport,yes
ASR,medium_airport,Kayseri Erkilet Airport,yes
TJK,medium_airport,Tokat Airport,yes
DNZ,medium_airport,Çardak Airport,yes
NAV,small_airport,Nevşehir Kapadokya Airport,yes
ISL,medium_airport,İstanbul Atatürk Airport,no
CII,small_airport,Aydın Çıldır Airport,no
BZI,medium_airport,Balıkesir Airport,yes
BDM,medium_airport,Bandırma Airport,no
CKZ,medium_airport,Çanakkale Airport,yes
ESK,medium_airport,Eskişehir Air Base,no
ADB,large_airport,Adnan Menderes International Airport,yes
IGL,medium_airport,Çiğli Airbase,no
USQ,medium_airport,Uşak Airport,no
KCO,medium_airport,Cengiz Topel Airport,no
YEI,medium_airport,Bursa Yenişehir Airport,yes
DLM,large_airport,Dalaman International Airport,yes
TEQ,medium_airport,Tekirdağ Çorlu Airport,yes
BXN,small_airport,Bodrum-Imsık Airport,no
AOE,medium_airport,Anadolu Airport,yes
KZR,small_airport,Zafer Airport,yes
EZS,medium_airport,Elazığ Airport,yes
OGU,medium_airport,Ordu–Giresun Airport,yes
DIY,medium_airport,Diyarbakır Airport,yes
ERC,medium_airport,Erzincan Airport,yes
ERZ,medium_airport,Erzurum International Airport,yes
KSY,medium_airport,Kars Airport,yes
TZX,medium_airport,Trabzon International Airport,yes
VAN,medium_airport,Van Ferit Melen Airport,yes
BAL,medium_airport,Batman Airport,yes
MSR,medium_airport,Muş Airport,yes
SXZ,medium_airport,Siirt Airport,no
NOP,medium_airport,Sinop Airport,yes
KCM,medium_airport,Kahramanmaraş Airport,yes
AJI,medium_airport,Ağrı Airport,yes
ADF,medium_airport,Adıyaman Airport,yes
MQM,medium_airport,Mardin Airport,yes
GNY,medium_airport,Şanlıurfa GAP Airport,yes
IGD,medium_airport,Iğdır Airport,yes
BGG,small_airport,Bingöl Airport,yes
NKT,medium_airport,Şırnak Şerafettin Elçi Airport,yes
YKO,medium_airport,Hakkari Yüksekova Airport,yes
HTY,medium_airport,Hatay Airport,yes
COV,large_airport,Çukurova International Airport,yes
LTF,small_airport,Leitre Airport,no
IZM,small_airport,Selçuk Efes Airport,no
ISE,medium_airport,Süleyman Demirel International Airport,yes
EDO,medium_airport,Balıkesir Koca Seyit Airport,yes
BJV,large_airport,Milas Bodrum International Airport,yes
GZP,medium_airport,Gazipaşa-Alanya Airport,yes
SZF,medium_airport,Samsun-Çarşamba Airport,yes
SAW,large_airport,Istanbul Sabiha Gökçen International Airport,yes
GKD,small_airport,Gökçeada Airport,no
IST,large_airport,İstanbul Airport,yes
RZV,medium_airport,Rize–Artvin Airport,yes
BZY,medium_airport,Bălți International Airport,no
RMO,medium_airport,Chişinău International Airport,yes
LWA,small_airport,Lebak Rural Airport,no
OHD,medium_airport,Ohrid St. Paul the Apostle Airport,yes
SKP,large_airport,Skopje International Airport,yes
GIB,large_airport,Gibraltar Airport,yes
BCQ,medium_airport,Brak Airport,no
DNF,small_airport,Martuba Air Base,no
BEG,large_airport,Belgrade Nikola Tesla Airport,yes
IVG,small_airport,Berane Airport,no
BJY,medium_airport,Batajnica Air Base,no
KVO,medium_airport,Morava Airport,yes
INI,medium_airport,Niš Constantine the Great Airport,yes
TGD,large_airport,Podgorica Airport / Podgorica Golubovci Airbase,yes
TIV,medium_airport,Tivat Airport,yes
UZC,medium_airport,Ponikve Airport,no
LZG,medium_airport,Langzhong Gucheng Airport,yes
BTS,large_airport,M. R. Štefánik Airport,yes
KSC,medium_airport,Košice International Airport,yes
LUE,small_airport,Lučenec Airfield,no
PZY,medium_airport,Piešťany Airport,no
POV,small_airport,Prešov Air Base,no
SLD,medium_airport,Sliač Airport,yes
TAT,medium_airport,Poprad-Tatry Airport,yes
ILZ,medium_airport,Žilina-Dolný Hričov Airport,no
DRU,small_airport,Drummond Airport,no
GLN,small_airport,Guelmim Airport,no
UWA,small_airport,Ware Airport,no
MAP,small_airport,Mamai Airport,no
GDT,medium_airport,JAGS McCartney International Airport,yes
MDS,small_airport,Middle Caicos Airport,no
NCA,medium_airport,North Caicos Airport,yes
PIC,small_airport,Pine Cay Airport,no
PLS,large_airport,Providenciales International Airport,yes
XSC,medium_airport,South Caicos Airport,yes
SLX,small_airport,Salt Cay Airport,yes
BRX,medium_airport,Maria Montez International Airport,yes
CBJ,medium_airport,Cabo Rojo Airport,no
AZS,medium_airport,Samaná El Catey International Airport,yes
COZ,small_airport,Constanza - Expedición 14 de Junio National Airport,no
JBQ,medium_airport,La Isabela International Airport,yes
LRM,large_airport,Casa De Campo International Airport,yes
PUJ,large_airport,Punta Cana International Airport,yes
POP,medium_airport,Gregorio Luperon International Airport,yes
SDQ,large_airport,Las Américas International Airport,yes
STI,medium_airport,Cibao International Airport,yes
MDV,small_airport,Médouneu Airport,no
LIZ,small_airport,Loring International Airport,no
MEF,small_airport,Melfi Airport,no
NKO,small_airport,Ankokoambo Airport,no
RLR,small_airport,Relais de la Reine Airport,no
DOA,small_airport,Doany Airport,no
CBV,medium_airport,Coban Airport,no
CMM,small_airport,Carmelita Airport,no
CTF,small_airport,Coatepeque Airport,no
GUA,large_airport,La Aurora Airport,yes
HUG,small_airport,Huehuetenango Airport,yes
MGI,small_airport,National Wildlife Refuge Airport,no
MGP,small_airport,Manga Airport,no
PBR,medium_airport,Puerto Barrios Airport,yes
PKJ,small_airport,Playa Grande Airport,no
PON,small_airport,Poptún Airport,no
AQB,small_airport,Quiché Airport,no
AAZ,small_airport,Quezaltenango Airport,yes
RUV,medium_airport,Rubelsanto Airport,no
LCF,small_airport,Las Vegas Airport,no
RER,medium_airport,Retalhuleu Airport,yes
GSJ,medium_airport,San José Airport,no
FRS,medium_airport,Mundo Maya International Airport,yes
UJE,small_airport,Ujae Atoll Airport,yes
AIM,small_airport,Ailuk Airport,no
AUL,small_airport,Aur Island Airport,yes
BII,small_airport,Enyu Airfield,yes
EBN,small_airport,Ebadon Airport,no
JAT,small_airport,Jabot Airport,no
JEJ,small_airport,Jeh Airport,yes
LIK,small_airport,Likiep Airport,yes
LML,small_airport,Lae Island Airport,no
MAV,small_airport,Maloelap Island Airport,no
MJB,small_airport,Mejit Atoll Airport,no
MJE,small_airport,Majkin Airport,yes
NDK,small_airport,Namorik Airport,no
RNP,small_airport,Rongelap Island Airport,yes
TIC,small_airport,Tinak Airport,no
UIT,small_airport,Jaluit Airport,yes
WJA,small_airport,Woja Airport,no
WTE,small_airport,Wotje Airport,yes
WTO,small_airport,Wotho Island Airport,yes
AHS,small_airport,Ahuas Airport,no
BHG,small_airport,Brus Laguna Airport,no
LUI,small_airport,Carta Airport,no
CYL,small_airport,Coyoles Airport,no
CDD,small_airport,Cauquira Airport,no
OAN,small_airport,El Arrayán Airport,no
CAA,small_airport,El Aguacate Airport,no
GAC,small_airport,Celaque Gracias Airport,no
IRN,small_airport,Iriona Airport,no
JUT,small_airport,Jutigalpa airport,no
LCE,medium_airport,Goloson International Airport,yes
LEZ,small_airport,La Esperanza Airport,no
SAP,medium_airport,Ramón Villeda Morales International Airport,yes
LMH,small_airport,Limon Airport,no
MHN,small_airport,Hooker County Airport,no
GJA,medium_airport,La Laguna Airport,yes
PCH,small_airport,Palacios Airport,no
PEU,small_airport,Puerto Lempira Airport,yes
RTB,medium_airport,Juan Manuel Gálvez International Airport,yes
RUY,small_airport,Rioamarillo Airport,no
XPL,medium_airport,Palmerola International Airport / José Enrique Soto Cano Air Base,yes
TEA,medium_airport,Tela Airport,no
TGU,medium_airport,Toncontín International Airport,yes
TJI,medium_airport,Trujillo Airport,no
TCF,small_airport,Tocoa Airport,no
SCD,small_airport,Sulaco Airport,no
UII,small_airport,Utila Airport,yes
ORO,small_airport,Yoro Airport,no
MIZ,small_airport,Mainoru Airstrip,no
MJJ,small_airport,Moki Airport,no
MJS,small_airport,Maganja da Costa Airport,no
OCJ,medium_airport,Ian Fleming International Airport,yes
KIN,large_airport,Norman Manley International Airport,yes
MBJ,medium_airport,Sangster International Airport,yes
POT,medium_airport,Ken Jones Airport,no
NEG,small_airport,Negril Airport,no
KTP,medium_airport,Tinson Pen Airport,yes
MIJ,small_airport,Mili Island Airport,yes
HEB,small_airport,Hinthada Airport,no
TZM,small_airport,Aeródromo de Cupul,no
ACA,medium_airport,General Juan N. Álvarez International Airport,yes
NTR,medium_airport,Del Norte International Airport,no
AGU,medium_airport,Jesús Terán Peredo International Airport,yes
HUX,medium_airport,Bahías de Huatulco International Airport,yes
CNA,small_airport,Cananea National Airport,no
CVJ,medium_airport,General Mariano Matamoros International Airport,no
ACN,small_airport,Ciudad Acuña New International Airport,no
CME,medium_airport,Ciudad del Carmen International Airport,yes
NCG,small_airport,Aeropuerto Municipal de Nuevo Casas Grandes,no
CUL,medium_airport,Bachigualato Federal International Airport,yes
CTM,medium_airport,Chetumal International Airport,yes
CEN,medium_airport,Ciudad Obregón International Airport,yes
CJT,small_airport,San Antonio Copalar Airport,no
CPE,medium_airport,Ingeniero Alberto Acuña Ongay International Airport,yes
CJS,medium_airport,Abraham González International Airport,yes
CZA,small_airport,Chichén Itzá International Airport,no
CUU,medium_airport,General Roberto Fierro Villalobos International Airport,yes
CVM,medium_airport,General Pedro Jose Mendez International Airport,yes
CYW,medium_airport,Captain Rogelio Castillo National Airport,no
CZM,large_airport,Cozumel International Airport,yes
CUA,small_airport,Ciudad Constitución National Airport,yes
MMC,small_airport,Ciudad Mante Los Huastecas National Airport,no
DGO,large_airport,General Guadalupe Victoria International Airport,yes
TPQ,medium_airport,Amado Nervo National Airport,yes
ESE,small_airport,Ensenada International Airport / El Ciprés Air Base,no
GDL,large_airport,Guadalajara International Airport,yes
GYM,medium_airport,General José María Yáñez International Airport,yes
GUB,small_airport,Guerrero Negro Airport,yes
TCN,small_airport,Tehuacán National Airport,no
HMO,medium_airport,General Ignacio P. Garcia International Airport,yes
CLQ,medium_airport,Licenciado Miguel de la Madrid International Airport,yes
ISJ,small_airport,Isla Mujeres National Airport,no
SLW,medium_airport,Plan De Guadalupe International Airport,no
IZT,medium_airport,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,yes
JAL,medium_airport,El Lencero Airport,no
AZP,small_airport,Jorge Jiménez Cantú National Airport,no
LZC,medium_airport,Lázaro Cárdenas Airport,no
LMM,medium_airport,Valle del Fuerte International Airport,yes
BJX,medium_airport,Del Bajío International Airport,yes
LAP,medium_airport,Manuel Márquez de León International Airport,yes
LTO,medium_airport,Loreto International Airport,yes
MAM,medium_airport,General Servando Canales International Airport,yes
MID,large_airport,Manuel Crescencio Rejón International Airport,yes
MUG,small_airport,Mulege Airport,no
MXL,medium_airport,General Rodolfo Sánchez Taboada International Airport,yes
MLM,medium_airport,General Francisco J. Mujica International Airport,yes
MTT,medium_airport,Minatitlán/Coatzacoalcos International Airport,yes
LOV,medium_airport,Monclova International Airport,no
MEX,large_airport,Benito Juárez International Airport,yes
MTY,large_airport,Monterrey International Airport,yes
MZT,large_airport,General Rafael Buelna International Airport,yes
NOG,small_airport,Nogales International Airport,no
NLD,medium_airport,Quetzalcóatl International Airport,yes
OAX,medium_airport,Xoxocotlán International Airport,yes
PAZ,medium_airport,El Tajín National Airport,yes
PBC,medium_airport,Hermanos Serdán International Airport,yes
PPE,small_airport,Mar de Cortés International Airport,yes
PDS,medium_airport,Piedras Negras International Airport,yes
PCO,small_airport,Punta Colorada Airport,no
UPN,medium_airport,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,yes
PQM,small_airport,Palenque International Airport,no
PVR,large_airport,Puerto Vallarta International Airport,yes
PXM,medium_airport,Puerto Escondido International Airport,yes
QRO,medium_airport,Querétaro Intercontinental Airport,yes
REX,medium_airport,General Lucio Blanco International Airport,yes
SJD,large_airport,Los Cabos International Airport,yes
SFH,small_airport,San Felipe International Airport,no
NLU,large_airport,General Felipe Ángeles International Airport,yes
SLP,medium_airport,Ponciano Arriaga International Airport,yes
SCX,small_airport,Estación Aeronaval de Salina Cruz,no
TRC,medium_airport,Francisco Sarabia Tinoco International Airport,yes
TGZ,medium_airport,Angel Albino Corzo International Airport,yes
TIJ,large_airport,General Abelardo L. Rodriguez International Airport,yes
TQO,medium_airport,Felipe Carrillo Puerto International Airport,yes
TAM,medium_airport,General Francisco Javier Mina International Airport,yes
TSL,small_airport,Tamuín National Airport,no
TLC,medium_airport,Adolfo López Mateos International Airport,yes
TAP,medium_airport,Tapachula International Airport,yes
TUY,small_airport,Base Aeronaval de Tulum,no
CUN,large_airport,Cancún International Airport,yes
MMV,small_airport,Mal Airport,no
VSA,medium_airport,Carlos Rovirosa Pérez International Airport,yes
VER,medium_airport,General Heriberto Jara International Airport,yes
ZCL,medium_airport,General Leobardo C. Ruiz International Airport,yes
ZIH,medium_airport,Ixtapa-Zihuatanejo International Airport,yes
ZMM,small_airport,Zamora Airport,no
ZLO,medium_airport,Playa de Oro International Airport,yes
BEF,medium_airport,Bluefields Airport,yes
BZA,small_airport,San Pedro Airport,no
ECI,small_airport,Costa Esmeralda Airport,no
RNI,small_airport,Corn Island Airport,no
MGA,medium_airport,Augusto C. Sandino (Managua) International Airport,yes
MNP,small_airport,Maron Island Airport,no
PUZ,medium_airport,Puerto Cabezas Airport,yes
RFS,small_airport,Rosita Airport,no
NCR,small_airport,San Carlos Airport,no
SIU,small_airport,Siuna,no
WSP,small_airport,Waspam Airport,no
MOH,small_airport,Maleo Airport,yes
MOS,small_airport,Moses Point Airport,no
BOC,medium_airport,Bocas del Toro International Airport,yes
CTD,medium_airport,Alonso Valderrama Airport,yes
CHX,medium_airport,Changuinola Captain Manuel Niño International Airport,yes
DAV,medium_airport,Enrique Malek International Airport,yes
ONX,medium_airport,Enrique Adolfo Jimenez Airport,yes
BLB,small_airport,Panamá Pacífico International Airport,yes
MPI,small_airport,Mamitupu Airport,no
JQE,small_airport,Jaqué Airport,no
PAC,medium_airport,Marcos A. Gelabert International Airport,yes
PUE,small_airport,Puerto Obaldía Airport,no
PDM,small_airport,Capt. J. Montenegro Airport,yes
SYP,medium_airport,Ruben Cantu Airport,no
RIH,small_airport,Scarlett Martinez International Airport,yes
PTY,large_airport,Tocumen International Airport,yes
PVE,small_airport,El Porvenir Airport,no
NBL,small_airport,Wannukandi Airport,no
FON,small_airport,La Fortuna Arenal Airport,no
BAI,medium_airport,Buenos Aires Airport,no
BCL,medium_airport,Barra del Colorado Airport,no
TTQ,small_airport,Barra del Tortuguero,no
OTR,medium_airport,Coto 47 Airport,no
JAP,small_airport,Chacarita Airport,no
PLD,small_airport,Playa Samara/Carrillo Airport,no
DRK,small_airport,Drake Bay Airport,no
FMG,small_airport,Flamingo Airport,no
GLF,medium_airport,Golfito Airport,yes
GPL,medium_airport,Guapiles Airport,no
PBP,small_airport,Islita Airport,no
LIR,large_airport,Guanacaste Airport,yes
LSL,medium_airport,Los Chiles Airport,no
LIO,medium_airport,Limon International Airport,yes
CSC,small_airport,Mojica Airport,no
NCT,small_airport,Guanacaste Airport,no
NOB,medium_airport,Nosara Airport,yes
SJO,large_airport,Juan Santamaría International Airport,yes
PJM,medium_airport,Puerto Jimenez Airport,yes
PMZ,medium_airport,Palmar Sur Airport,no
SYQ,medium_airport,Tobías Bolaños International Airport,yes
XQP,medium_airport,Quepos Managua Airport,yes
RFR,small_airport,Rio Frio / Progreso Airport,no
IPZ,small_airport,San Isidro del General Airport,no
TOO,small_airport,San Vito de Java Airport,no
MRT,small_airport,Moroak Airport,no
TNO,small_airport,Tamarindo Airport,no
TMU,small_airport,Tambor Airport,no
UPL,medium_airport,Upala Airport,no
MSB,seaplane_base,Marigot Seaplane Base,no
SAL,large_airport,Monseñor Óscar Arnulfo Romero International Airport,yes
ILS,medium_airport,Ilopango International Airport,yes
JCO,heliport,Comino Heliport,no
CYA,medium_airport,Antoine-Simon International Airport,yes
CAP,medium_airport,Cap Haitien International Airport,yes
MTX,small_airport,Metro Field,no
JAK,medium_airport,Jacmel Airport,no
JEE,medium_airport,Jérémie Airport,yes
PAP,large_airport,Toussaint Louverture International Airport,yes
PAX,medium_airport,Port-de-Paix Airport,no
MTU,small_airport,Montepuez Airport,no
AHG,small_airport,Agalega Island Airstrip,no
BCA,medium_airport,Gustavo Rizo Airport,yes
BWW,small_airport,Las Brujas Airport,no
BYM,medium_airport,Carlos Manuel de Cespedes Airport,yes
AVI,medium_airport,Máximo Gómez Airport,no
CCC,medium_airport,Jardines Del Rey Airport,yes
CFG,medium_airport,Jaime Gonzalez Airport,yes
CYO,medium_airport,Vilo Acuña International Airport,yes
CMW,medium_airport,Ignacio Agramonte International Airport,yes
SCU,medium_airport,Antonio Maceo International Airport,yes
NBW,medium_airport,Leeward Point Field,no
GAO,medium_airport,Mariana Grajales Airport,no
HAV,large_airport,José Martí International Airport,yes
HOG,medium_airport,Frank Pais International Airport,yes
VRO,medium_airport,Kawama Airport,no
UMA,small_airport,Alfredo Noa Díaz Airport,no
MJG,small_airport,Mayajigua Airport,no
MOA,medium_airport,Orestes Acosta Airport,no
MZO,medium_airport,Sierra Maestra International Airport,yes
GER,medium_airport,Rafael Cabrera Airport,yes
UPB,medium_airport,Playa Baracoa Airport,no
SNU,medium_airport,Abel Santamaria Airport,yes
SNJ,medium_airport,San Julián Air Base,no
SZJ,medium_airport,Siguanea Airport,no
USS,small_airport,Sancti Spiritus Airport,no
TND,medium_airport,Alberto Delgado Airport,yes
VRA,large_airport,Juan Gualberto Gomez International Airport,yes
VTU,medium_airport,Hermanos Ameijeiras Airport,yes
FMT,small_airport,Faresmaathoda Airport,yes
MUM,small_airport,Muli Airport,no
CYB,medium_airport,Charles Kirkconnell International Airport,yes
LYB,medium_airport,Edward Bodden Little Cayman Airfield,no
GCM,large_airport,Owen Roberts International Airport,yes
MWR,small_airport,Motswari Airport,no
MWU,small_airport,Mussau Airport,no
AJS,small_airport,Punta Abreojos Airport,no
AZG,small_airport,Apatzingán - Pablo L. Sidar Airport,no
PCM,small_airport,Playa del Carmen National Airport,no
PCV,small_airport,Punta Chivato Airport,no
SGM,small_airport,San Ignacio Airport,no
UAC,small_airport,San Luis Río Colorado Airport,no
XAL,small_airport,Álamos Airport,no
MXC,small_airport,Monticello Airport,no
GTK,small_airport,Sungai Tekai Airport,no
LBP,small_airport,Long Banga Airport,yes
SPT,small_airport,Sipitang Airport,no
MAY,medium_airport,Clarence A. Bain Airport,no
ASD,medium_airport,Andros Town Airport,no
TZN,medium_airport,Congo Town Airport,yes
MHH,medium_airport,Leonard M Thompson International Airport,yes
SAQ,medium_airport,San Andros Airport,yes
AXP,medium_airport,Spring Point Airport,yes
TCB,medium_airport,Treasure Cay Airport,yes
WKR,small_airport,Walkers Cay Airport,no
CCZ,medium_airport,Chub Cay Airport,yes
GHC,medium_airport,Great Harbour Cay Airport,no
BIM,medium_airport,South Bimini Airport,yes
ATC,medium_airport,Arthur's Town Airport,yes
TBI,medium_airport,New Bight Airport,yes
CXY,small_airport,Cat Cay Airport,no
CRI,medium_airport,Colonel Hill Airport,yes
PWN,small_airport,Pitts Town Airport,no
GGT,medium_airport,Exuma International Airport,yes
ELH,medium_airport,North Eleuthera Airport,yes
GHB,medium_airport,Governor's Harbour Airport,yes
NMC,medium_airport,Normans Cay Airport,no
RSD,medium_airport,Rock Sound Airport,no
TYM,medium_airport,Staniel Cay Airport,no
FPO,medium_airport,Grand Bahama International Airport,yes
WTD,small_airport,West End Airport,no
IGA,medium_airport,Inagua Airport,yes
MYK,small_airport,May Creek Airport,yes
LGI,medium_airport,Deadman's Cay Airport,yes
SML,medium_airport,Stella Maris Airport,yes
MYG,medium_airport,Mayaguana Airport,yes
NAS,large_airport,Lynden Pindling International Airport,yes
DCT,medium_airport,Duncan Town Airport,no
RCY,small_airport,Rum Cay International Airport,no
MYS,small_airport,Moyale Airport,no
ZSA,medium_airport,San Salvador Airport,yes
NTC,small_airport,Paradise Island Airport,no
TGS,small_airport,Chokwé Airport,no
BZE,large_airport,Philip S. W. Goldson International Airport,yes
MZE,small_airport,Manatee Airport,no
CYD,small_airport,San Ignacio Town (Maya Flats) Airstrip,no
PLJ,medium_airport,Placencia Airport,yes
IMI,small_airport,Ine Airport,no
BQI,small_airport,Bagani Airport,no
AIT,small_airport,Aitutaki Airport,yes
AIU,small_airport,Enua Airport,yes
MGS,small_airport,Mangaia Island Airport,no
MHX,small_airport,Manihiki Island Airport,yes
MUK,small_airport,Mauke Airport,yes
MOI,small_airport,Mitiaro Island Airport,yes
PZK,small_airport,Pukapuka Island Airport,no
PYE,small_airport,Tongareva Airport,no
RAR,medium_airport,Rarotonga International Airport,yes
EPG,small_airport,Browns Airport,no
ICI,small_airport,Cicia Airport,yes
CST,seaplane_base,Castaway Island Seaplane Base,no
NAN,medium_airport,Nadi International Airport,yes
PTF,small_airport,Malolo Lailai Island Airport,yes
RBI,small_airport,Rabi Island Airport,no
KDV,small_airport,Vunisea Airport,yes
MNF,small_airport,Mana Island Airport,yes
MFJ,small_airport,Moala Airport,yes
SUV,medium_airport,Nausori International Airport,yes
LEV,small_airport,Levuka Airfield,yes
PHR,small_airport,Nanuku Airport,no
NGI,small_airport,Ngau Airport,yes
LUC,small_airport,Laucala Island Airport,no
LKB,small_airport,Lakeba Island Airport,yes
LBS,medium_airport,Labasa Airport,yes
TVU,small_airport,Matei Airport,yes
KXF,small_airport,Koro Island Airport,yes
RTA,small_airport,Rotuma Airport,yes
SVU,small_airport,Savusavu Airport,yes
KAY,small_airport,Wakaya Island Airport,no
ONU,small_airport,Ono-i-Lau Airport,no
YAS,small_airport,Yasawa Island Airport,yes
EUA,small_airport,Kaufana Airport,yes
TBU,medium_airport,Fua'amotu International Airport,yes
HPA,medium_airport,Lifuka Island Airport,yes
NFO,small_airport,Mata'aho Airport,no
NTT,small_airport,Kuini Lavenia Airport,yes
VAV,medium_airport,Vava'u International Airport,yes
TTL,seaplane_base,Turtle Island Seaplane Base,no
VBV,small_airport,Vanua Balavu Airport,yes
VTF,small_airport,Vatulele Airport,no
PHG,small_airport,Port Harcourt City Airport / Port Harcourt Air Force Base,no
ABF,small_airport,Abaiang Airport,no
BEZ,small_airport,Beru Airport,no
FUN,medium_airport,Funafuti International Airport,yes
KUC,small_airport,Kuria Airport,no
MNK,small_airport,Maiana Airport,no
MZK,small_airport,Marakei Airport,no
MTK,small_airport,Makin Island Airport,no
NIG,small_airport,Nikunau Airport,no
OOT,small_airport,Onotoa Airport,no
TRW,medium_airport,Bonriki International Airport,yes
AEA,small_airport,Abemama Airport,no
TBF,medium_airport,Tabiteuea North Airport,no
TMN,small_airport,Tamana Island Airport,no
NON,small_airport,Nonouti Airport,no
AIS,small_airport,Arorae Island Airport,no
TSU,small_airport,Tabiteuea South Airport,no
BBG,small_airport,Butaritari Airport,yes
AAK,small_airport,Aranuka Airport,yes
NIK,small_airport,Niokolo-Koba Airport,no
NIN,small_airport,Ninilchik Airport,no
IUE,medium_airport,Niue International Airport,yes
NJJ,small_airport,Nenjiang Melgen Airport,no
NKD,small_airport,Sinak Airport,no
NLH,medium_airport,Ninglang Luguhu Airport,yes
FUT,small_airport,Pointe Vele Airport,yes
WLS,medium_airport,Hihifo Airport,yes
HBB,small_airport,Industrial Airpark,no
NND,small_airport,Nangade Airport,no
NOM,small_airport,Nomad River Airport,no
NOO,small_airport,Naoro Airport,no
PHH,medium_airport,Pokhara International Airport,yes
NPG,small_airport,Nipa Airport,no
NRY,small_airport,Newry Airport,no
OFU,small_airport,Ofu Airport,yes
AAU,small_airport,Asau Airport,no
APW,medium_airport,Faleolo International Airport,yes
FGI,small_airport,Fagali'i Airport,no
FTI,small_airport,Fitiuta Airport,yes
MXS,small_airport,Maota Airport,no
PPG,medium_airport,Pago Pago International Airport,yes
PPT,large_airport,Faa'a International Airport,yes
RMT,small_airport,Rimatara Airport,yes
RUR,medium_airport,Rurutu Airport,yes
TUB,medium_airport,Tubuai Airport,yes
RVV,small_airport,Raivavae Airport,yes
AAA,medium_airport,Anaa Airport,yes
FGU,medium_airport,Fangatau Airport,yes
TIH,medium_airport,Tikehau Airport,yes
APK,small_airport,Apataki Airport,yes
REA,medium_airport,Reao Airport,no
FAV,medium_airport,Fakarava Airport,yes
HHZ,small_airport,Hikueru Airport,yes
XMH,medium_airport,Manihi Airport,yes
GMR,medium_airport,Totegegie Airport,yes
KKR,medium_airport,Kaukura Airport,yes
MKP,medium_airport,Makemo Airport,yes
NAU,small_airport,Napuka Island Airport,yes
TKV,small_airport,Tatakoto Airport,yes
